bids_name	NumberOfShells	bValues	bValuesEstimation	bdiffs_max	bdiffs_mean	bdiffs_median	bdiffs_min	efc_shell01	efc_shell02	fa_degenerate	fa_nans	fber_shell01	fber_shell02	fd_mean	fd_num	fd_perc	ndc	sigma_cc	sigma_pca	sigma_piesno	snr_cc_shell0	snr_cc_shell1_best	snr_cc_shell1_worst	spikes_global	spikes_slice_i	spikes_slice_j	spikes_slice_k	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv
sub-olf15_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.3446	0.1956	0.1836	0.0344	0.3417	0.4066	0.0	0.0	-1.0	1038665.125	16.9382	64	98.46153846153847	0.8471	53.3737	16.3479	3.8899	6.13	5.58	5.58	1379.49	6983.53	7010.04	4437.73	240.8824	0.0	16.6222	0.0	907322.0	0.0	66.0	65.2734	3.8276	171.9819	478.4914	321.0	206790.0	139.0	1422.0	396.4254	25.0269	62.2693	292.7728	267.0	44636.0	174.0	517.0	124.2978
sub-olf15fu_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.3926	0.2193	0.2372	0.0257	0.3229	0.4162	0.0	0.0	-1.0	261071.125	29.4434	64	98.46153846153847	0.7726	47.4433	11.7946	0.6039	4.52	4.63	4.63	1355.86	6826.22	6812.08	4328.8	86.464	0.0	21.8764	0.0	918772.0	0.0	51.0	109.6266	5.3609	115.643	392.0493	243.0	195340.0	110.0	1287.0	361.0634	29.087	41.5129	219.057	208.0	30193.0	145.0	326.0	76.3098
sub-olf16_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.3814	0.2791	0.3024	0.0352	0.3025	0.3861	0.0	0.0	-1.0	6438442.0	10.4855	64	98.46153846153847	0.1746	42.9955	19.3603	0.0	7.84	8.55	8.55	1106.26	6013.15	5424.56	3739.11	548.9189	0.0	14.5632	0.0	956595.0	0.0	58.0	83.8807	21.2787	130.469	418.9921	324.0	157517.0	95.0	1028.0	327.0493	54.0531	50.4085	313.3828	290.0	36304.0	215.0	463.0	130.4315
sub-olf16fu_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.398	0.3033	0.3291	0.0317	0.2958	0.3878	0.0	0.0	-1.0	5122808.0	4.3237	64	98.46153846153847	0.3761	42.9955	16.6593	0.8025	6.86	4.87	4.87	1070.82	6016.69	5477.59	3717.51	866.0761	0.0	13.6192	0.0	958897.0	0.0	55.0	79.2839	14.5268	126.0212	414.4003	302.0	155215.0	102.0	1100.0	336.0489	49.2858	47.4433	288.557	270.0	36150.0	197.0	418.0	118.699
sub-olf17_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.4038	0.2383	0.2387	0.0636	0.376	0.4706	0.0	0.0	-1.0	116483.125	44.2171	64	98.46153846153847	0.4625	69.6823	25.2776	7.0851	5.47	5.13	5.13	1452.19	6849.19	6513.36	4660.27	272.3703	0.0	24.6535	0.0	908248.0	0.0	92.0	87.6562	14.2524	158.6384	493.7086	382.0	205864.0	135.0	1217.0	360.4228	39.4578	69.6823	351.6905	332.0	53765.0	207.0	549.0	139.4757
sub-olf18_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.3871	0.189	0.1794	0.0078	0.3461	0.4308	0.0	0.0	-1.0	716020.625	36.4116	64	98.46153846153847	0.7357	54.8563	17.0151	3.8343	5.23	5.19	5.19	1531.5	8272.06	7190.33	4759.8	348.6655	0.0	20.4308	0.0	895846.0	0.0	67.0	104.5399	3.487	167.5341	480.7421	312.0	218266.0	145.0	1388.0	400.6537	32.3454	65.2345	268.9343	252.0	24133.0	136.0	448.0	130.7912
sub-olf18fu_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.3652	0.1792	0.1733	0.0007	0.3447	0.4441	0.0	0.0	-1.0	470044.9062	38.0089	64	98.46153846153847	0.8701	51.8911	13.845	3.4147	4.94	5.79	5.79	1421.55	8029.91	6850.96	4710.04	425.9588	0.0	15.6468	0.0	890313.0	0.0	62.0	70.5983	4.4787	128.9864	417.4058	256.0	223799.0	118.0	1216.0	365.2859	49.2874	42.9955	222.3596	213.0	48701.0	142.0	308.0	80.0212
sub-olf19_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.4013	0.2472	0.2837	0.0198	0.3146	0.3829	0.0	0.0	-1.0	-1.0	34.9261	64	98.46153846153847	0.2637	69.6823	17.0502	0.7331	4.53	3.8	3.8	1079.87	5102.87	4662.75	3734.41	420.8848	0.0	11.2372	0.0	933086.0	0.0	40.0	66.8749	26.8946	112.6778	364.5368	293.0	181026.0	114.0	847.0	292.8923	42.3944	69.6823	295.5551	280.0	67424.0	174.0	457.0	119.0874
sub-olf20_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.3964	0.2386	0.2534	0.02	0.3229	0.408	0.0	0.0	-1.0	1673468.5	46.0324	64	98.46153846153847	0.6879	48.9259	22.4046	4.0215	7.74	8.74	8.74	1293.45	6014.92	6113.9	3977.61	692.7342	0.0	14.824	0.0	938200.0	0.0	61.0	77.7467	6.7072	195.7035	552.8897	412.0	175912.0	177.0	1310.0	394.657	47.3914	63.7519	363.7534	335.0	32893.0	247.0	555.0	139.0196
sub-olf21_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.4151	0.2708	0.286	0.083	0.3328	0.4265	0.0	0.0	-1.0	350832.8125	53.6944	64	98.46153846153847	0.576	42.9955	16.3325	0.7331	5.59	5.14	5.14	1541.03	7112.56	6299.49	4341.01	279.7492	0.0	14.4868	0.0	916745.0	0.0	54.0	67.6379	1.3783	234.2512	569.012	385.0	197367.0	164.0	1471.0	429.6244	44.7357	57.8215	280.4144	268.0	21993.0	180.0	403.0	100.588
sub-olf22_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.3763	0.176	0.1793	0.0198	0.3315	0.4144	0.0	0.0	-1.0	2502647.0	43.3608	64	98.46153846153847	0.6444	57.8215	16.0235	0.3452	4.95	4.33	4.33	1359.95	6421.45	5847.0	4095.93	396.9137	0.0	13.9261	0.0	926029.0	0.0	57.0	69.9504	16.7364	114.1604	407.4116	307.0	188083.0	131.0	993.0	314.6811	37.5511	50.4085	286.7953	269.0	44217.0	186.0	443.0	105.3944
sub-olf23_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.41	0.262	0.2817	0.0141	0.3117	0.4042	0.0	0.0	-1.0	1021683.0	36.6763	64	98.46153846153847	0.7887	54.8563	13.0761	0.5738	3.99	5.21	5.21	1284.5	6978.22	6128.04	4366.36	264.254	0.0	11.6631	0.0	923068.0	0.0	45.0	61.0003	4.653	152.708	455.2761	287.0	191044.0	128.0	1311.0	390.0875	47.196	38.5477	226.1893	219.0	29924.0	155.0	306.0	68.437
sub-olf23fu_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.0172	0.0072	0.0063	0.0008	0.3006	0.4139	0.0	0.0	9949062.0	1799958.125	2.696	64	98.46153846153847	0.7705	2504.8564	681.1389	33.8375	4.42	12.77	12.77	1304.09	7158.51	6207.58	4362.61	137.8983	0.0	451.98	0.0	927180.0	0.0	1947.0	1742.6257	-0.2162	6533.828	11342.5696	11267.0	186932.0	0.0	27044.0	8067.1549	10.0357	1970.3783	11457.3511	11267.0	28027.0	7888.0	15367.0	2920.2098
sub-olf24_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.2421	0.1491	0.162	0.022	0.2716	0.3769	0.0	0.0	15569501.0	3224973.0	5.3792	64	98.46153846153847	0.3805	1752.4358	638.276	25.8473	5.66	5.34	5.34	775.81	4629.17	4098.91	3388.86	171.5315	0.0	394.4073	0.0	953673.0	0.0	1811.0	1489.9557	1.3325	3856.2484	10991.2643	10325.0	160439.0	0.0	24037.0	6313.2802	8.0192	1985.2044	10227.4893	9772.0	40430.0	6067.0	16077.0	3481.7821
sub-olf26_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.0635	0.0307	0.0301	0.0048	0.3069	0.4057	0.0	0.0	11402165.0	1732982.125	2.2078	64	98.46153846153847	0.48	2486.3239	612.4872	27.8231	5.42	4.96	4.96	1247.04	6458.57	6096.22	3912.82	218.5421	0.0	346.1843	0.0	930349.0	0.0	1592.0	1413.3222	0.5392	4729.5011	12142.3178	11490.0	183763.0	0.0	25918.0	6837.347	6.1456	2486.3239	12206.7883	11827.0	37913.0	8136.0	17781.0	3485.7218
sub-olf27_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.288	0.1084	0.0972	0.0203	0.3243	0.4156	0.0	0.0	8144816.5	2013509.625	26.759	64	98.46153846153847	0.4743	3018.5781	739.4269	134.1439	4.93	6.08	6.08	1353.43	6561.09	6032.59	3914.7	141.7355	0.0	448.4596	0.0	931610.0	0.0	2240.0	1402.8355	0.2106	4830.318	12645.0961	12213.0	182502.0	0.0	26667.0	7307.1996	7.5202	2111.2256	12449.5398	11907.0	39351.0	8653.0	18730.0	3593.6906
sub-olf28_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.0488	0.0225	0.0215	0.0045	0.2908	0.44	0.0	0.0	808959.0	204150.5781	4.6233	64	98.46153846153847	0.6103	1393.6461	601.4836	27.0768	6.54	3.34	3.34	1215.44	6599.97	6320.7	4238.66	109.5796	0.0	549.4529	0.0	911693.0	0.0	2454.0	1765.0651	0.6146	4486.3543	11464.281	10229.0	202419.0	0.0	26184.0	7007.6996	10.1023	1820.6355	9949.8443	9490.0	43945.0	5972.0	15220.0	3359.8921
sub-olf29_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.0717	0.0447	0.0477	0.0073	0.3032	0.41	0.0	0.0	277593056.0	2152628.0	3.2361	64	98.46153846153847	0.1935	1851.7702	620.5638	31.7176	6.71	5.16	5.16	1289.84	6237.63	5583.64	3970.1	170.314	0.0	392.0741	0.0	927849.0	0.0	1921.0	1375.4441	0.5548	4699.849	12595.9401	12003.0	186263.0	0.0	25352.0	6646.4473	6.2812	2278.7596	11561.958	11331.0	43576.0	7392.0	16711.0	3417.9841
sub-olf30_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.1727	0.0222	0.0165	0.0011	0.3173	0.4106	0.0	0.0	16549763.0	2203139.75	5.1326	64	98.46153846153847	0.3473	2118.6386	737.9753	117.6948	5.06	13.88	13.88	1097.57	5684.39	5440.47	3581.36	198.9168	0.0	410.44	0.0	942936.0	0.0	1967.0	1349.1609	1.1303	3844.3876	12048.3301	11182.0	171176.0	1163.0	24241.0	6054.9101	5.7458	2124.569	11470.1564	10913.0	46476.0	7334.0	18248.0	3680.4578
sub-olf31_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.1847	0.0502	0.042	0.0048	0.3151	0.4135	0.0	0.0	2969657.75	740919.8125	4.6359	64	98.46153846153847	0.6751	1629.3798	616.3538	25.9301	6.47	8.96	8.96	1223.95	6053.8	6044.97	3971.04	155.9825	0.0	441.1458	0.0	933282.0	0.0	2042.0	1520.6751	0.3339	5008.2303	12040.8563	10917.0	180830.0	0.0	27253.0	7334.3313	6.2506	2213.5251	10824.8165	10445.0	37538.0	5969.0	16964.0	3655.8195
sub-olf32_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.1916	0.0752	0.0503	0.0089	0.342	0.4024	0.0	0.0	4609844.5	2195113.25	11.4384	64	98.46153846153847	0.6069	1587.867	707.4764	35.3439	7.47	8.38	8.38	1390.08	6250.0	5924.77	4094.99	103.3722	0.0	526.1955	0.0	938867.0	0.0	2566.0	1828.2121	0.1978	4916.309	13864.1639	13372.0	175245.0	0.0	27490.0	7204.3678	4.827	2381.0592	12646.0852	12408.0	40875.0	7808.0	18932.0	3715.247
sub-olf33_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.0732	0.0409	0.0414	0.0046	0.3148	0.4068	0.0	0.0	1074160.25	756409.375	3.4029	64	98.46153846153847	0.6609	2247.625	652.4448	0.0	5.53	33.61	33.61	1363.31	6668.91	6453.27	4093.11	119.5702	0.0	467.9526	0.0	926004.0	0.0	1934.0	1795.1729	-0.0758	5865.1744	12700.5013	12288.0	188108.0	0.0	26767.0	7542.7086	2.8272	2996.3391	13416.12	12796.0	33571.0	8247.0	21462.0	4265.104
sub-olf34_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.0883	0.0276	0.025	0.0069	0.3224	0.4083	0.0	0.0	2618106.0	643130.1875	5.5895	64	98.46153846153847	0.423	4765.0835	733.4361	30.3088	3.34	2.21	2.21	1135.57	6186.37	6048.5	4116.59	113.981	0.0	544.3411	0.0	944364.0	0.0	2570.0	1720.6619	0.0234	5036.3997	12878.0954	12301.0	169748.0	0.0	25796.0	7161.6269	0.1644	4083.0865	14282.8601	12852.0	50683.0	7344.0	24603.0	5626.4044
sub-olf34fu_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.0483	0.0307	0.0322	0.003	0.2946	0.4196	0.0	0.0	706844.5	253425.7656	2.2887	64	98.46153846153847	0.8075	2327.6855	609.4589	26.5829	4.53	55.12	55.12	1132.6	6113.9	6014.92	4105.32	129.9338	0.0	501.5909	0.0	943186.0	0.0	2173.0	1708.9411	0.0465	5730.2576	11376.6148	11191.0	170926.0	0.0	26812.0	7717.5938	6.9624	2386.9896	11577.3301	11272.0	28645.0	7488.0	16506.0	3301.8993
sub-olf35_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.4747	0.2688	0.2649	0.0139	0.3082	0.3996	0.0	0.0	14255625.0	3382001.0	40.1603	64	98.46153846153847	0.5452	2260.9684	739.7155	16.5991	5.11	1.01	1.01	1272.89	5583.64	5322.04	3933.48	209.9858	0.0	402.4846	0.0	947110.0	0.0	1931.0	1402.3068	-0.3794	6781.4225	12635.3422	12398.0	167002.0	0.0	28454.0	8304.3279	5.35	2256.5206	12812.2891	12295.0	26966.0	8231.0	19816.0	3849.5021
sub-olf36fu_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.0524	0.0364	0.0395	0.0035	0.3152	0.4438	0.0	0.0	519997.5625	111574.5234	2.4308	64	98.46153846153847	0.7026	1805.8095	612.4044	133.8401	5.03	7.82	7.82	1299.19	6960.55	6432.06	4266.83	135.5033	0.0	526.4	0.0	927589.0	0.0	2272.0	1698.4963	0.224	5177.2469	11493.0491	10476.0	186523.0	0.0	26876.0	7514.355	11.1579	1924.4177	10231.7663	9825.0	28415.0	7065.0	14697.0	2914.8737
sub-olf37_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.3141	0.0994	0.0783	0.0143	0.3341	0.4477	0.0	0.0	4344583.0	453678.5312	14.9796	64	98.46153846153847	0.1086	1710.923	614.655	163.4594	5.96	4.01	4.01	1351.93	6453.27	5901.8	4094.99	199.9244	0.0	429.8771	0.0	910363.0	0.0	1821.0	1374.3255	2.0723	3555.2801	11091.4534	10336.0	203749.0	0.0	23071.0	5905.0234	9.9814	1844.3572	10111.8726	9755.0	51195.0	6531.0	14801.0	2988.8202
sub-olf37fu_run-01_dwi	1	[0.0, 1500.0]	[1500.0]	0.0351	0.0192	0.0192	0.003	0.3519	0.4502	0.0	0.0	870213.125	597425.9375	1.9184	64	98.46153846153847	0.2607	1596.7626	712.9397	161.2309	6.53	5.42	5.42	1425.63	7388.29	6191.67	4244.29	154.8398	0.0	484.5373	0.0	911919.0	0.0	2151.0	1397.1105	0.7155	4062.3301	12269.6609	11343.0	202193.0	0.0	25621.0	6626.8378	9.6666	1742.0576	11006.7805	10756.0	46486.0	7628.0	15450.0	2948.6654
